Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
69248.12881073778,-19.806788546753136,0.5935416674491181,7.088085348636405,3.5489464338721093,-5.916852199693881,-4.275605550851712,-6.295162455561613,-7.113380721389834,-5.85271694036566,-1.9442666967382864,6.889044071278095,-17.258653823512727,1.7327141600447007,-8.87444486024447,1.3508291806457189,-2.0396407717830907,-23.781732832578427,-8.551327300992174,2.3164455299845224,0.35760613046032375,4.1233183388723,0.0037825298706431476,-2.04923732720551,-0.26859554522702656,-0.3519795920055014,0.0747426336896781,-1.201115460361912,0.731289604953523,36.383637613721305,1
-3552.8237761651108,1.2398267983654336,4.898231391191331,-5.396934417541751,1.857657378168478,0.43788353450138473,-4.653191593679509,-23.531615192481414,0.6316490503299983,-1.3440600323018868,5.2842439767103695,5.679796652386353,-13.202384206174816,1.3714766798778926,2.1761390563409546,2.7826535553777623,-8.488411664652777,-1.4179430778513964,-3.635005780673111,1.4994635326212133,-0.06300681330700411,-1.5743280551837318,0.7087836960277888,-1.8176215651358711,-1.1184708171410176,-3.0003954976478187,0.2950923450838241,-0.29577633065103426,0.20068586645712166,-50.11957043845258,1
-36994.73707653145,-3.3291928004802633,-2.691828444259011,-5.687978854757391,0.7310695392995068,-15.95156801545789,-5.30508511019703,-12.034357871479376,-1.4182830664095745,-7.136458374758216,2.5198997568676855,4.748542492809911,-11.176021543434619,1.7037175133508344,-5.416434393089309,-0.7326200634758769,-4.837953679439267,-24.626434698540805,0.7462314026609127,0.1062742726924476,0.9208472899031481,-0.83480139952216,-0.004104930111822724,-2.4489126184955996,-1.313887256445153,-0.8787049966308982,-1.0979182106577625,-0.7225390718186893,-0.12238325687807308,-57.65043713321867,1
61280.29356945385,1.7019664161861243,2.3302018153894974,-8.423526448308298,9.127868926390775,-1.3690030316496034,-3.002820831167822,-8.075957416342243,-0.7046877687822021,-1.0713222794950255,1.413630665306874,10.150523106370848,-4.221431520879858,0.4669581737152,0.8710107634652835,0.5043068025434126,-3.6556878142888536,-18.467017131176583,-4.2361881355232445,-0.490859735439503,-1.6000063734312768,-2.1219308688483234,-1.827733058079645,-1.181661469578774,-0.0456608637053284,-1.6093978182858764,-0.4127280715774877,0.46225611012670087,-0.0027261208983291596,-7.438110954116926,1
29059.34587292316,3.7633794338050732,0.9188090317815956,-0.63188205700042,10.992329996448774,-1.7120746048843767,-5.276796455155066,-13.813233509426574,1.032879118251377,-5.082069233737844,-6.326339237830478,8.610792628692728,-7.8396995655587025,-0.07620152914439815,5.54367774991478,1.222924766324793,-7.4251418464706465,-14.308082187654119,-4.233978563848593,-0.5367832405254066,-0.3706458829479257,-1.127281447648508,-0.9555484660982274,-0.45055330815017536,0.3410407314771251,-0.5524600245935694,-1.7787555808026354,-0.019018642609032632,0.6023319314930586,105.55557620658914,1
3231.477722234871,-2.8293805560201806,-2.196754587034224,-0.2386221775916315,2.1215791093662477,-0.3734087237128577,-6.952261767520845,-14.060754912814991,-1.5355694698164686,-1.6158730655439175,-0.1333577643452717,4.814188154615341,-10.263444518187054,0.5824923711009942,1.274990881801402,0.03657705853484158,-17.36445663459667,-16.264215953420088,0.5254724270245938,1.8646094420872357,0.3511960413416423,-0.7919617962999541,0.22170271662388027,-3.3465503441828393,-0.4886057719026605,0.27488975198570187,-0.4557708659412801,0.5676853709150236,0.03330384162278302,-3.3753350727665428,1
-12533.864909363678,6.7726657765115235,-8.783252289572022,1.344246162610168,6.152488073198996,-2.5840566892461414,-4.006734148669564,-4.206659439209002,-7.864090630016413,-6.274782460550121,2.9658282787568737,7.62957977402738,-13.583713457927464,0.9379388986231416,-9.26742708276495,1.0843139344135633,-5.963415121855462,-11.246185223468357,-4.1336296506522805,-0.7746386448620746,-0.14538007409109055,-1.5535610471500396,0.5832574926104122,-1.765951034530969,-0.8201431537058393,-1.077755685552273,-0.24956429219298792,2.7056978093495623,-0.3485931261506827,4.45645337939518,1
-22142.357000490636,-3.5620690234982155,-2.467919401604089,-3.2209366180006636,2.619149356870504,-6.880445198488419,-4.411558795849102,-21.0229200239895,-6.291020016395749,-2.570445095157239,-3.872626003755218,7.644809320183374,-6.385622959605469,4.206302843981731,-12.241240940098944,1.1206286608369425,-5.266178963741682,-9.76289688011885,1.407187289156561,-3.6058463527261213,-0.8172851895007214,-1.5971668976882336,-0.6564751628207135,-2.455621663604773,0.3824320562491844,-0.7364898626531953,-1.480614619204879,0.7531398120851017,-0.06104071155468785,43.11054363216993,1
74240.5598818285,1.3900708038283311,-3.4200182809245376,-0.09465989719345069,1.0090229419182615,2.875033294834605,-7.723580727598222,-5.595235616525278,-0.5471289314018494,-2.1767580302103475,2.5547845267261113,9.633091450773183,-7.498172461315934,0.34915236511602354,0.8656313988160913,0.7231743884616159,-7.521086392390312,-22.735761538352346,-2.4454500650167303,0.09876253354992404,-0.4208193388062857,0.6308118706427706,0.5924007247645111,-2.2983093578462364,0.12094252019410343,-1.1600053885436679,0.43112114669190027,1.1763553383101335,0.34129896473974075,-57.41814490061669,1
82019.9435871799,-0.5852527471184558,6.588268889675783,1.7223661584640375,8.359035725598059,-5.419496096093905,-7.288291210061608,-5.891176544780785,-3.0221142886436345,-8.44756510620725,0.410637631869351,9.107853062394945,-11.895452465412266,-0.5569389902016115,-4.933881271131922,0.13146863653106655,-7.281282005657434,-24.896341297156084,-1.9673007440212573,-1.2959078592550588,0.781323287808803,1.156606053108598,0.10284006015459557,-3.158833428757834,-0.9968147446574285,-0.42930137208813635,0.7352951975148077,0.4802232218109858,0.2635083616252403,46.36333818702815,1
-13917.44395378988,-2.582412169949919,-0.3313311878599481,-5.374580153835575,3.8862699377707157,1.8121363867009026,-4.729926208200289,-13.724185691129357,0.6120785592475603,0.27377179601818247,1.2298123006212798,7.945015451854621,-8.140215455261746,2.1307809971657043,-2.6184845370450818,1.9787866985105569,-15.065567753756753,-4.602466232095122,-0.7366851600226266,3.6909902087650988,-0.9611974703634589,2.5112232270191788,-0.008695720785717898,-1.3020334180418365,-0.2166371701562818,-4.9836101401225585,-1.376175685533721,1.0778766714946977,-0.22510289536911196,27.74287553938818,1
22050.47335934749,-5.340184122796298,3.9060907888270258,-13.32965099521526,4.564478558792629,0.04373339567287504,-6.667145757766061,-12.982909677994497,-0.3514276422000193,-1.4118740036793636,2.2382315150440446,8.771571771619286,-7.441541187118972,1.4305848490594473,-7.783509204036447,1.8025855055710136,-3.4034056172755114,-16.8490275300285,-3.779798627795987,-0.033652228510140825,-5.963046620268785,0.005479606059431985,-1.733690208683198,-0.8678973156804697,-1.0557306946002307,-0.9526707730594064,-0.10008646746188932,-0.954844972709866,0.4308471727121956,42.21289332895191,1
